date,number_of_strikes,center_point_geom
2018-02-07,87,POINT(-90.5 30.8)
2018-02-07,43,POINT(-90.4 30.8)
2018-02-07,23,POINT(-90.3 30.8)
2018-02-07,33,POINT(-89.7 30.8)
2018-02-07,163,POINT(-92.1 30.9)
2018-02-07,101,POINT(-91.9 30.9)
2018-02-07,70,POINT(-91.8 30.9)
2018-02-07,66,POINT(-91.7 30.9)
2018-02-07,82,POINT(-91.6 30.9)
2018-02-07,56,POINT(-91.5 30.9)
2018-02-07,37,POINT(-91.4 30.9)
2018-02-07,69,POINT(-91.3 30.9)
2018-02-07,25,POINT(-91.2 30.9)
2018-02-07,56,POINT(-91.1 30.9)
2018-02-07,75,POINT(-90.9 30.9)
2018-02-07,61,POINT(-90.8 30.9)
2018-02-07,31,POINT(-90.7 30.9)
2018-02-07,61,POINT(-90.6 30.9)
2018-02-07,49,POINT(-90.5 30.9)
2018-02-07,46,POINT(-90.4 30.9)
2018-02-07,32,POINT(-90.3 30.9)
2018-02-07,23,POINT(-90.1 30.9)
2018-02-07,38,POINT(-89.9 30.9)
2018-02-07,31,POINT(-89.8 30.9)
2018-02-07,35,POINT(-89.7 30.9)
2018-02-07,53,POINT(-89.6 30.9)
2018-02-07,32,POINT(-85.1 30.8)
2018-02-07,38,POINT(-84.9 30.8)
2018-02-07,54,POINT(-84.8 30.8)
2018-02-07,28,POINT(-84.7 30.8)
2018-02-07,39,POINT(-84.6 30.8)
2018-02-07,32,POINT(-84.5 30.8)
2018-02-07,25,POINT(-84.4 30.8)
2018-02-07,37,POINT(-84.3 30.8)
2018-02-07,23,POINT(-84.2 30.8)
2018-02-07,48,POINT(-84.1 30.8)
2018-02-07,221,POINT(-93 30.9)
2018-02-07,106,POINT(-92 30.9)
2018-02-07,53,POINT(-91 30.9)
2018-02-07,89,POINT(-87 30.9)
2018-02-07,101,POINT(-86 30.9)
2018-02-07,36,POINT(-85 30.9)
2018-02-07,34,POINT(-96.7 30.9)
2018-02-07,40,POINT(-96.6 30.9)
2018-02-07,37,POINT(-96.5 30.9)
2018-02-07,31,POINT(-96.4 30.9)
2018-02-07,39,POINT(-96.3 30.9)
2018-02-07,39,POINT(-95.7 30.9)
2018-02-07,26,POINT(-87.8 30.9)
2018-02-07,37,POINT(-87.7 30.9)
2018-02-07,26,POINT(-87.5 30.9)
2018-02-07,63,POINT(-86.9 30.9)
2018-02-07,40,POINT(-86.8 30.9)
2018-02-07,119,POINT(-86.7 30.9)
2018-02-07,53,POINT(-86.6 30.9)
2018-02-07,97,POINT(-86.5 30.9)
2018-02-07,180,POINT(-86.4 30.9)
2018-02-07,118,POINT(-86.3 30.9)
2018-02-07,90,POINT(-86.2 30.9)
2018-02-07,131,POINT(-86.1 30.9)
2018-02-07,35,POINT(-85.9 30.9)
2018-02-07,63,POINT(-85.8 30.9)
2018-02-07,48,POINT(-85.7 30.9)
2018-02-07,32,POINT(-85.6 30.9)
2018-02-07,53,POINT(-85.5 30.9)
2018-02-07,82,POINT(-85.4 30.9)
2018-02-07,67,POINT(-85.3 30.9)
2018-02-07,72,POINT(-85.2 30.9)
2018-02-07,35,POINT(-85.1 30.9)
2018-02-07,38,POINT(-84.6 30.9)
2018-02-07,33,POINT(-84.4 30.9)
2018-02-07,47,POINT(-84.3 30.9)
2018-02-07,63,POINT(-84.2 30.9)
2018-02-07,37,POINT(-84.1 30.9)
2018-02-07,124,POINT(-93 31.1)
2018-02-07,140,POINT(-92 31.1)
2018-02-07,45,POINT(-91 31.1)
2018-02-07,67,POINT(-87 31.1)
2018-02-07,89,POINT(-86 31.1)
2018-02-07,132,POINT(-85 31.1)
2018-02-07,26,POINT(-93.2 31.1)
2018-02-07,46,POINT(-93.1 31.1)
2018-02-07,136,POINT(-92.9 31.1)
2018-02-07,389,POINT(-92.6 31.1)
2018-02-07,321,POINT(-92.5 31.1)
2018-02-07,322,POINT(-92.4 31.1)
2018-02-07,349,POINT(-92.3 31.1)
2018-02-07,310,POINT(-92.2 31.1)
2018-02-07,255,POINT(-92.1 31.1)
2018-02-07,196,POINT(-91.9 31.1)
2018-02-07,296,POINT(-91.8 31.1)
2018-02-07,324,POINT(-91.7 31.1)
2018-02-07,211,POINT(-91.6 31.1)
2018-02-07,70,POINT(-91.5 31.1)
2018-02-07,60,POINT(-91.4 31.1)
2018-02-07,81,POINT(-91.3 31.1)
2018-02-07,59,POINT(-91.2 31.1)
2018-02-07,58,POINT(-91.1 31.1)
2018-02-07,54,POINT(-90.5 31.1)
2018-02-07,25,POINT(-90.4 31.1)
2018-02-07,33,POINT(-90.3 31.1)
2018-02-07,46,POINT(-90.2 31.1)
2018-02-07,59,POINT(-90.1 31.1)
2018-02-07,43,POINT(-89.2 31.1)
2018-02-07,33,POINT(-87.4 31.1)
2018-02-07,113,POINT(-87.3 31.1)
2018-02-07,168,POINT(-87.2 31.1)
2018-02-07,104,POINT(-87.1 31.1)
2018-02-07,81,POINT(-86.9 31.1)
2018-02-07,73,POINT(-86.8 31.1)
2018-02-07,41,POINT(-86.7 31.1)
2018-02-07,195,POINT(-86.6 31.1)
2018-02-07,229,POINT(-86.5 31.1)
2018-02-07,102,POINT(-86.4 31.1)
2018-02-07,290,POINT(-86.3 31.1)
2018-02-07,259,POINT(-86.2 31.1)
2018-02-07,98,POINT(-86.1 31.1)
2018-02-07,128,POINT(-85.9 31.1)
2018-02-07,237,POINT(-85.8 31.1)
2018-02-07,195,POINT(-85.7 31.1)
2018-02-07,168,POINT(-85.6 31.1)
2018-02-07,151,POINT(-85.5 31.1)
2018-02-07,173,POINT(-85.4 31.1)
2018-02-07,148,POINT(-85.3 31.1)
2018-02-07,161,POINT(-84.9 31.1)
2018-02-07,243,POINT(-84.8 31.1)
2018-02-07,294,POINT(-84.7 31.1)
2018-02-07,140,POINT(-84.6 31.1)
2018-02-07,84,POINT(-84.5 31.1)
2018-02-07,93,POINT(-84.4 31.1)
2018-02-07,32,POINT(-84.3 31.1)
2018-02-07,34,POINT(-84.2 31.1)
2018-02-07,171,POINT(-92 31.2)
2018-02-07,55,POINT(-90 31.2)
2018-02-07,29,POINT(-87 31.2)
2018-02-07,45,POINT(-86 31.2)
2018-02-07,146,POINT(-85 31.2)
2018-02-07,23,POINT(-94.6 31.2)
2018-02-07,33,POINT(-92.8 31.2)
2018-02-07,40,POINT(-92.7 31.2)
2018-02-07,26,POINT(-92.6 31.2)
2018-02-07,37,POINT(-92.4 31.2)
2018-02-07,83,POINT(-92.3 31.2)
2018-02-07,117,POINT(-92.2 31.2)
2018-02-07,104,POINT(-92.1 31.2)
2018-02-07,127,POINT(-91.9 31.2)
2018-02-07,184,POINT(-91.8 31.2)
2018-02-07,156,POINT(-91.7 31.2)
2018-02-07,243,POINT(-91.6 31.2)
2018-02-07,257,POINT(-91.5 31.2)
2018-02-07,121,POINT(-91.4 31.2)
2018-02-07,63,POINT(-91.3 31.2)
2018-02-07,50,POINT(-91.2 31.2)
2018-02-07,28,POINT(-91.1 31.2)
2018-02-07,50,POINT(-90.3 31.2)
2018-02-07,37,POINT(-89.8 31.2)
2018-02-07,207,POINT(-92.8 31.1)
2018-02-07,300,POINT(-92.7 31.1)
2018-02-07,46,POINT(-86.8 31.2)
2018-02-07,36,POINT(-86.7 31.2)
2018-02-07,45,POINT(-86.4 31.2)
2018-02-07,41,POINT(-86.3 31.2)
2018-02-07,41,POINT(-86.2 31.2)
2018-02-07,43,POINT(-86.1 31.2)
2018-02-07,83,POINT(-85.9 31.2)
2018-02-07,45,POINT(-85.8 31.2)
2018-02-07,99,POINT(-85.7 31.2)
2018-02-07,124,POINT(-85.6 31.2)
2018-02-07,41,POINT(-85.5 31.2)
2018-02-07,59,POINT(-85.4 31.2)
2018-02-07,40,POINT(-85.3 31.2)
2018-02-07,69,POINT(-85.2 31.2)
2018-02-07,123,POINT(-85.1 31.2)
2018-02-07,70,POINT(-84.9 31.2)
2018-02-07,26,POINT(-84.8 31.2)
2018-02-07,23,POINT(-84.7 31.2)
2018-02-07,36,POINT(-84.6 31.2)
2018-02-07,35,POINT(-84.5 31.2)
2018-02-07,23,POINT(-84.4 31.2)
2018-02-07,25,POINT(-84.3 31.2)
2018-02-07,42,POINT(-91 31.3)
2018-02-07,39,POINT(-90 31.3)
2018-02-07,32,POINT(-92.7 31.3)
2018-02-07,168,POINT(-85.2 31.1)
2018-02-07,127,POINT(-85.1 31.1)
2018-02-07,32,POINT(-84.3 31.3)
2018-02-07,23,POINT(-83.5 31.3)
2018-02-07,31,POINT(-91 31.4)
2018-02-07,184,POINT(-85 31.4)
2018-02-07,217,POINT(-92.5 31.4)
2018-02-07,539,POINT(-92.4 31.4)
2018-02-07,677,POINT(-92.3 31.4)
2018-02-07,222,POINT(-92.6 31.3)
2018-02-07,167,POINT(-92.5 31.3)
2018-02-07,73,POINT(-92.4 31.3)
2018-02-07,23,POINT(-92.2 31.3)
2018-02-07,82,POINT(-91.9 31.3)
2018-02-07,108,POINT(-91.8 31.3)
2018-02-07,31,POINT(-91.7 31.3)
2018-02-07,48,POINT(-91.3 31.3)
2018-02-07,62,POINT(-91.2 31.3)
2018-02-07,110,POINT(-91.1 31.3)
2018-02-07,32,POINT(-90.9 31.3)
2018-02-07,48,POINT(-90.8 31.3)
2018-02-07,46,POINT(-90.7 31.3)
2018-02-07,52,POINT(-90.6 31.3)
2018-02-07,60,POINT(-90.5 31.3)
2018-02-07,57,POINT(-90.4 31.3)
2018-02-07,41,POINT(-90.3 31.3)
2018-02-07,61,POINT(-90.2 31.3)
2018-02-07,61,POINT(-90.1 31.3)
2018-02-07,43,POINT(-89.9 31.3)
2018-02-07,32,POINT(-89.8 31.3)
2018-02-07,38,POINT(-89.7 31.3)
2018-02-07,33,POINT(-89.6 31.3)
2018-02-07,25,POINT(-85.8 31.4)
2018-02-07,48,POINT(-85.6 31.4)
2018-02-07,107,POINT(-85.5 31.4)
2018-02-07,128,POINT(-85.4 31.4)
2018-02-07,143,POINT(-85.3 31.4)
2018-02-07,174,POINT(-85.2 31.4)
2018-02-07,233,POINT(-85.1 31.4)
2018-02-07,77,POINT(-84.9 31.4)
2018-02-07,75,POINT(-84.8 31.4)
2018-02-07,104,POINT(-84.7 31.4)
2018-02-07,100,POINT(-84.6 31.4)
2018-02-07,88,POINT(-84.5 31.4)
2018-02-07,26,POINT(-84.4 31.4)
2018-02-07,23,POINT(-83.7 31.4)
2018-02-07,26,POINT(-85.9 31.3)
2018-02-07,53,POINT(-85.7 31.3)
2018-02-07,129,POINT(-85.6 31.3)
2018-02-07,131,POINT(-85.5 31.3)
2018-02-07,160,POINT(-85.4 31.3)
2018-02-07,188,POINT(-85.3 31.3)
2018-02-07,76,POINT(-85.2 31.3)
2018-02-07,29,POINT(-85.1 31.3)
2018-02-07,53,POINT(-84.9 31.3)
2018-02-07,25,POINT(-84.7 31.3)
2018-02-07,32,POINT(-84.5 31.3)
2018-02-07,75,POINT(-91.3 31.5)
2018-02-07,55,POINT(-91.2 31.5)
2018-02-07,84,POINT(-91.1 31.5)
2018-02-07,50,POINT(-90.9 31.5)
2018-02-07,83,POINT(-90.8 31.5)
2018-02-07,111,POINT(-90.7 31.5)
2018-02-07,66,POINT(-90.6 31.5)
2018-02-07,28,POINT(-90.5 31.5)
2018-02-07,39,POINT(-90.2 31.5)
2018-02-07,41,POINT(-90.1 31.5)
2018-02-07,40,POINT(-89.7 31.5)
2018-02-07,37,POINT(-89.6 31.5)
2018-02-07,25,POINT(-89.4 31.5)
2018-02-07,244,POINT(-92.2 31.4)
2018-02-07,70,POINT(-92.1 31.4)
2018-02-07,31,POINT(-91.9 31.4)
2018-02-07,99,POINT(-91.8 31.4)
2018-02-07,139,POINT(-91.7 31.4)
2018-02-07,75,POINT(-91.6 31.4)
2018-02-07,100,POINT(-91.5 31.4)
2018-02-07,61,POINT(-91.2 31.4)
2018-02-07,44,POINT(-91.1 31.4)
2018-02-07,74,POINT(-90.9 31.4)
2018-02-07,61,POINT(-90.8 31.4)
2018-02-07,66,POINT(-90.7 31.4)
2018-02-07,79,POINT(-90.6 31.4)
2018-02-07,72,POINT(-90.5 31.4)
2018-02-07,87,POINT(-90.4 31.4)
2018-02-07,90,POINT(-90.3 31.4)
2018-02-07,99,POINT(-90.2 31.4)
2018-02-07,55,POINT(-90.1 31.4)
2018-02-07,52,POINT(-89.9 31.4)
2018-02-07,38,POINT(-89.8 31.4)
2018-02-07,38,POINT(-89.7 31.4)
2018-02-07,41,POINT(-89.6 31.4)
2018-02-07,45,POINT(-84 31.6)
2018-02-07,39,POINT(-92.2 31.6)
2018-02-07,41,POINT(-91.8 31.6)
2018-02-07,77,POINT(-91.7 31.6)
2018-02-07,57,POINT(-91.6 31.6)
2018-02-07,43,POINT(-91.5 31.6)
2018-02-07,75,POINT(-91.4 31.6)
2018-02-07,63,POINT(-91.3 31.6)
2018-02-07,93,POINT(-91.2 31.6)
2018-02-07,46,POINT(-91.1 31.6)
2018-02-07,32,POINT(-90.8 31.6)
2018-02-07,52,POINT(-90.7 31.6)
2018-02-07,85,POINT(-90.6 31.6)
2018-02-07,212,POINT(-92 31.5)
2018-02-07,100,POINT(-91 31.5)
2018-02-07,133,POINT(-85 31.5)
2018-02-07,69,POINT(-84 31.5)
2018-02-07,75,POINT(-92.3 31.5)
2018-02-07,280,POINT(-92.2 31.5)
2018-02-07,368,POINT(-92.1 31.5)
2018-02-07,104,POINT(-91.9 31.5)
2018-02-07,111,POINT(-91.7 31.5)
2018-02-07,111,POINT(-91.6 31.5)
2018-02-07,86,POINT(-91.5 31.5)
2018-02-07,101,POINT(-91.4 31.5)
2018-02-07,85,POINT(-90.4 31.6)
2018-02-07,91,POINT(-90.3 31.6)
2018-02-07,40,POINT(-90.2 31.6)
2018-02-07,55,POINT(-90.1 31.6)
2018-02-07,36,POINT(-89.9 31.6)
2018-02-07,56,POINT(-89.8 31.6)
2018-02-07,31,POINT(-89.7 31.6)
2018-02-07,23,POINT(-85.4 31.6)
2018-02-07,37,POINT(-85.3 31.6)
2018-02-07,35,POINT(-84.8 31.6)
2018-02-07,25,POINT(-84.6 31.6)
2018-02-07,93,POINT(-84.5 31.6)
2018-02-07,34,POINT(-84.4 31.6)
2018-02-07,25,POINT(-85.4 31.5)
2018-02-07,31,POINT(-85.3 31.5)
2018-02-07,90,POINT(-85.2 31.5)
2018-02-07,106,POINT(-85.1 31.5)
2018-02-07,117,POINT(-84.9 31.5)
2018-02-07,36,POINT(-84.8 31.5)
2018-02-07,75,POINT(-84.7 31.5)
2018-02-07,172,POINT(-84.6 31.5)
2018-02-07,213,POINT(-84.5 31.5)
2018-02-07,225,POINT(-84.4 31.5)
2018-02-07,159,POINT(-84.3 31.5)
2018-02-07,169,POINT(-84.2 31.5)
2018-02-07,147,POINT(-84.1 31.5)
2018-02-07,60,POINT(-83.9 31.5)
2018-02-07,73,POINT(-90 31.6)
2018-02-07,38,POINT(-96.2 31.8)
2018-02-07,97,POINT(-96.1 31.8)
2018-02-07,40,POINT(-84.3 31.6)
2018-02-07,33,POINT(-84.2 31.6)
2018-02-07,82,POINT(-84.1 31.6)
2018-02-07,70,POINT(-83.9 31.6)
2018-02-07,90,POINT(-83.8 31.6)
2018-02-07,38,POINT(-83.7 31.6)
2018-02-07,28,POINT(-92 31.7)
2018-02-07,44,POINT(-91 31.7)
2018-02-07,31,POINT(-84 31.7)
2018-02-07,43,POINT(-95.4 31.7)
2018-02-07,32,POINT(-95.3 31.7)
2018-02-07,26,POINT(-92.5 31.7)
2018-02-07,33,POINT(-92.2 31.7)
2018-02-07,36,POINT(-92.1 31.7)
2018-02-07,57,POINT(-91.9 31.7)
2018-02-07,25,POINT(-91.3 31.7)
2018-02-07,34,POINT(-91.2 31.7)
2018-02-07,88,POINT(-91.1 31.7)
2018-02-07,114,POINT(-90.5 31.6)
2018-02-07,33,POINT(-84.6 31.8)
2018-02-07,41,POINT(-84.4 31.8)
2018-02-07,23,POINT(-90.7 31.7)
2018-02-07,25,POINT(-90.6 31.7)
2018-02-07,32,POINT(-90.4 31.7)
2018-02-07,101,POINT(-90.3 31.7)
2018-02-07,43,POINT(-90.2 31.7)
2018-02-07,39,POINT(-90.1 31.7)
2018-02-07,46,POINT(-89.9 31.7)
2018-02-07,54,POINT(-89.8 31.7)
2018-02-07,35,POINT(-89.7 31.7)
2018-02-07,26,POINT(-84.6 31.7)
2018-02-07,47,POINT(-84.5 31.7)
2018-02-07,48,POINT(-84.4 31.7)
2018-02-07,81,POINT(-84.3 31.7)
2018-02-07,23,POINT(-83.9 31.7)
2018-02-07,42,POINT(-92 31.8)
2018-02-07,53,POINT(-91 31.8)
2018-02-07,25,POINT(-90 31.8)
2018-02-07,51,POINT(-84 31.8)
2018-02-07,26,POINT(-90.4 31.9)
2018-02-07,48,POINT(-90.3 31.9)
2018-02-07,26,POINT(-90.1 31.9)
2018-02-07,26,POINT(-89.9 31.9)
2018-02-07,56,POINT(-95.4 31.8)
2018-02-07,50,POINT(-95.3 31.8)
2018-02-07,40,POINT(-95.2 31.8)
2018-02-07,59,POINT(-91.9 31.8)
2018-02-07,70,POINT(-91.8 31.8)
2018-02-07,54,POINT(-91.2 31.8)
2018-02-07,103,POINT(-91.1 31.8)
2018-02-07,37,POINT(-90.9 31.8)
2018-02-07,25,POINT(-90.7 31.8)
2018-02-07,38,POINT(-90.6 31.8)
2018-02-07,39,POINT(-90.5 31.8)
2018-02-07,23,POINT(-90.4 31.8)
2018-02-07,34,POINT(-90.3 31.8)
2018-02-07,26,POINT(-90.2 31.8)
2018-02-07,37,POINT(-90.1 31.8)
2018-02-07,62,POINT(-89.9 31.8)
2018-02-07,65,POINT(-89.8 31.8)
2018-02-07,52,POINT(-89.7 31.8)
2018-02-07,38,POINT(-85.9 31.8)
2018-02-07,37,POINT(-85.8 31.8)
2018-02-07,40,POINT(-85.7 31.8)
2018-02-07,28,POINT(-84.1 31.9)
2018-02-07,45,POINT(-84.2 31.8)
2018-02-07,63,POINT(-84.1 31.8)
2018-02-07,29,POINT(-83.9 31.8)
2018-02-07,46,POINT(-96 31.9)
2018-02-07,29,POINT(-95 31.9)
2018-02-07,46,POINT(-92 31.9)
2018-02-07,32,POINT(-91 31.9)
2018-02-07,28,POINT(-84 31.9)
2018-02-07,28,POINT(-96.6 31.9)
2018-02-07,50,POINT(-96.1 31.9)
2018-02-07,47,POINT(-95.9 31.9)
2018-02-07,49,POINT(-95.4 31.9)
2018-02-07,102,POINT(-95.3 31.9)
2018-02-07,111,POINT(-95.2 31.9)
2018-02-07,35,POINT(-95.1 31.9)
2018-02-07,37,POINT(-94.4 31.9)
2018-02-07,33,POINT(-91.9 31.9)
2018-02-07,71,POINT(-91.8 31.9)
2018-02-07,38,POINT(-91.7 31.9)
2018-02-07,35,POINT(-91.6 31.9)
2018-02-07,36,POINT(-90.9 31.9)
2018-02-07,57,POINT(-90.8 31.9)
2018-02-07,37,POINT(-90.7 31.9)
2018-02-07,28,POINT(-96.7 32.1)
2018-02-07,46,POINT(-95.6 32.1)
2018-02-07,37,POINT(-95.3 32.1)
2018-02-07,49,POINT(-95.2 32.1)
2018-02-07,63,POINT(-95.1 32.1)
2018-02-07,70,POINT(-94.9 32.1)
2018-02-07,124,POINT(-94.8 32.1)
2018-02-07,75,POINT(-94.7 32.1)
2018-02-07,32,POINT(-89.7 31.9)
2018-02-07,33,POINT(-89.6 31.9)
2018-02-07,80,POINT(-89.5 31.9)
2018-02-07,63,POINT(-89.4 31.9)
2018-02-07,26,POINT(-89.3 31.9)
2018-02-07,38,POINT(-89.2 31.9)
2018-02-07,34,POINT(-86.7 31.9)
2018-02-07,28,POINT(-86.6 31.9)
2018-02-07,31,POINT(-85.6 31.9)
2018-02-07,23,POINT(-85.5 31.9)
2018-02-07,55,POINT(-91.5 32.1)
2018-02-07,58,POINT(-91.4 32.1)
2018-02-07,55,POINT(-91.3 32.1)
2018-02-07,64,POINT(-90.9 32.1)
2018-02-07,39,POINT(-90.8 32.1)
2018-02-07,35,POINT(-90.7 32.1)
2018-02-07,37,POINT(-90.6 32.1)
2018-02-07,36,POINT(-90.5 32.1)
2018-02-07,55,POINT(-90.4 32.1)
2018-02-07,97,POINT(-90.3 32.1)
2018-02-07,35,POINT(-90.2 32.1)
2018-02-07,40,POINT(-89.9 32.1)
2018-02-07,32,POINT(-89.4 32.1)
2018-02-07,55,POINT(-89.1 32.1)
2018-02-07,37,POINT(-88.7 32.1)
2018-02-07,36,POINT(-87.7 32.1)
2018-02-07,54,POINT(-87.6 32.1)
2018-02-07,136,POINT(-87.5 32.1)
2018-02-07,97,POINT(-87.4 32.1)
2018-02-07,65,POINT(-87.3 32.1)
2018-02-07,23,POINT(-87.2 32.1)
2018-02-07,29,POINT(-83.8 31.9)
2018-02-07,23,POINT(-83.7 31.9)
2018-02-07,146,POINT(-95 32.1)
2018-02-07,45,POINT(-85 32.1)
2018-02-07,23,POINT(-81.2 32.1)
2018-02-07,66,POINT(-95 32.2)
2018-02-07,102,POINT(-94 32.2)
2018-02-07,92,POINT(-90 32.2)
2018-02-07,52,POINT(-85 32.2)
2018-02-07,25,POINT(-97.6 32.2)
2018-02-07,42,POINT(-96.5 32.2)
2018-02-07,47,POINT(-96.4 32.2)
2018-02-07,118,POINT(-94.2 32.1)
2018-02-07,39,POINT(-94.1 32.1)
2018-02-07,29,POINT(-93.6 32.2)
2018-02-07,26,POINT(-92.8 32.2)
2018-02-07,46,POINT(-92.7 32.2)
2018-02-07,40,POINT(-92.2 32.2)
2018-02-07,34,POINT(-91.6 32.2)
2018-02-07,34,POINT(-91.5 32.2)
2018-02-07,41,POINT(-91.4 32.2)
2018-02-07,26,POINT(-91.3 32.2)
2018-02-07,49,POINT(-90.8 32.2)
2018-02-07,80,POINT(-90.7 32.2)
2018-02-07,84,POINT(-90.6 32.2)
2018-02-07,43,POINT(-90.5 32.2)
2018-02-07,67,POINT(-90.4 32.2)
2018-02-07,129,POINT(-90.3 32.2)
2018-02-07,178,POINT(-90.2 32.2)
2018-02-07,182,POINT(-90.1 32.2)
2018-02-07,82,POINT(-89.9 32.2)
2018-02-07,61,POINT(-89.8 32.2)
2018-02-07,40,POINT(-89.7 32.2)
2018-02-07,46,POINT(-89.6 32.2)
2018-02-07,23,POINT(-88.6 32.2)
2018-02-07,29,POINT(-86.5 32.1)
2018-02-07,33,POINT(-85.6 32.1)
2018-02-07,26,POINT(-85.4 32.1)
2018-02-07,62,POINT(-85.3 32.1)
2018-02-07,72,POINT(-85.2 32.1)
2018-02-07,45,POINT(-85.1 32.1)
2018-02-07,25,POINT(-84.8 32.1)
2018-02-07,36,POINT(-87.6 32.2)
2018-02-07,63,POINT(-87.5 32.2)
2018-02-07,63,POINT(-87.4 32.2)
2018-02-07,40,POINT(-87.3 32.2)
2018-02-07,34,POINT(-87.2 32.2)
2018-02-07,23,POINT(-87.1 32.2)
2018-02-07,23,POINT(-85.9 32.2)
2018-02-07,23,POINT(-85.8 32.2)
2018-02-07,25,POINT(-85.7 32.2)
2018-02-07,73,POINT(-85.1 32.2)
2018-02-07,44,POINT(-84.9 32.2)
2018-02-07,33,POINT(-96 32.3)
2018-02-07,79,POINT(-95 32.3)
2018-02-07,44,POINT(-94 32.3)
2018-02-07,62,POINT(-95.6 32.2)
2018-02-07,74,POINT(-95.5 32.2)
2018-02-07,95,POINT(-95.4 32.2)
2018-02-07,53,POINT(-95.3 32.2)
2018-02-07,79,POINT(-95.1 32.2)
2018-02-07,92,POINT(-94.9 32.2)
2018-02-07,74,POINT(-94.8 32.2)
2018-02-07,80,POINT(-94.7 32.2)
2018-02-07,52,POINT(-94.6 32.2)
2018-02-07,34,POINT(-94.5 32.2)
2018-02-07,110,POINT(-94.1 32.2)
2018-02-07,23,POINT(-93.9 32.2)
2018-02-07,50,POINT(-88.4 32.3)
2018-02-07,62,POINT(-88.3 32.3)
2018-02-07,37,POINT(-88.2 32.3)
2018-02-07,33,POINT(-92 32.3)
2018-02-07,42,POINT(-90 32.3)
2018-02-07,25,POINT(-89 32.3)
2018-02-07,33,POINT(-87 32.3)
2018-02-07,132,POINT(-85 32.3)
2018-02-07,58,POINT(-97.5 32.3)
2018-02-07,35,POINT(-96.4 32.3)
2018-02-07,69,POINT(-96.3 32.3)
2018-02-07,25,POINT(-95.9 32.3)
2018-02-07,98,POINT(-95.4 32.3)
2018-02-07,63,POINT(-95.3 32.3)
2018-02-07,66,POINT(-95.2 32.3)
2018-02-07,83,POINT(-95.1 32.3)
2018-02-07,110,POINT(-94.8 32.3)
2018-02-07,122,POINT(-94.7 32.3)
2018-02-07,80,POINT(-94.6 32.3)
2018-02-07,52,POINT(-94.5 32.3)
2018-02-07,73,POINT(-94.4 32.3)
2018-02-07,54,POINT(-94.3 32.3)
2018-02-07,72,POINT(-93.9 32.3)
2018-02-07,77,POINT(-93.8 32.3)
2018-02-07,40,POINT(-96.6 32.4)
2018-02-07,36,POINT(-96.5 32.4)
2018-02-07,75,POINT(-96.4 32.4)
2018-02-07,63,POINT(-96.2 32.4)
2018-02-07,73,POINT(-96.1 32.4)
2018-02-07,59,POINT(-95.9 32.4)
2018-02-07,87,POINT(-95.8 32.4)
2018-02-07,136,POINT(-95.7 32.4)
2018-02-07,92,POINT(-95.6 32.4)
2018-02-07,70,POINT(-95.5 32.4)
2018-02-07,25,POINT(-95.4 32.4)
2018-02-07,39,POINT(-93.7 32.3)
2018-02-07,42,POINT(-93.5 32.3)
2018-02-07,49,POINT(-93.4 32.3)
2018-02-07,23,POINT(-93.3 32.3)
2018-02-07,43,POINT(-93.2 32.3)
2018-02-07,35,POINT(-92.6 32.3)
2018-02-07,46,POINT(-92.5 32.3)
2018-02-07,54,POINT(-92.1 32.3)
2018-02-07,26,POINT(-91.3 32.3)
2018-02-07,41,POINT(-91.2 32.3)
2018-02-07,28,POINT(-90.8 32.3)
2018-02-07,54,POINT(-90.7 32.3)
2018-02-07,106,POINT(-90.6 32.3)
2018-02-07,73,POINT(-90.5 32.3)
2018-02-07,68,POINT(-90.4 32.3)
2018-02-07,72,POINT(-90.3 32.3)
2018-02-07,50,POINT(-90.2 32.3)
2018-02-07,48,POINT(-90.1 32.3)
2018-02-07,96,POINT(-89.9 32.3)
2018-02-07,73,POINT(-89.8 32.3)
2018-02-07,28,POINT(-89.7 32.3)
2018-02-07,26,POINT(-89.3 32.3)
2018-02-07,25,POINT(-89.1 32.3)
2018-02-07,65,POINT(-90.1 32.4)
2018-02-07,28,POINT(-89.5 32.4)
2018-02-07,38,POINT(-89.4 32.4)
2018-02-07,39,POINT(-89.3 32.4)
2018-02-07,63,POINT(-89.2 32.4)
2018-02-07,53,POINT(-89.1 32.4)
2018-02-07,50,POINT(-88.9 32.4)
2018-02-07,72,POINT(-88.8 32.4)
2018-02-07,70,POINT(-88.7 32.4)
2018-02-07,44,POINT(-88.6 32.4)
2018-02-07,36,POINT(-88.5 32.4)
2018-02-07,148,POINT(-88.4 32.4)
2018-02-07,273,POINT(-88.3 32.4)
2018-02-07,32,POINT(-85.2 32.3)
2018-02-07,43,POINT(-85.1 32.3)
2018-02-07,120,POINT(-84.9 32.3)
2018-02-07,39,POINT(-84.8 32.3)
2018-02-07,43,POINT(-96 32.4)
2018-02-07,35,POINT(-91 32.4)
2018-02-07,36,POINT(-90 32.4)
2018-02-07,55,POINT(-89 32.4)
2018-02-07,183,POINT(-88 32.4)
2018-02-07,41,POINT(-85 32.4)
2018-02-07,51,POINT(-97.4 32.4)
2018-02-07,42,POINT(-97.3 32.4)
2018-02-07,38,POINT(-93 32.5)
2018-02-07,41,POINT(-92 32.5)
2018-02-07,31,POINT(-91 32.5)
2018-02-07,69,POINT(-89 32.5)
2018-02-07,173,POINT(-88 32.5)
